21505139,23677111,3
3708264,23677118,5
839266,9319440,4
709767,838844,1
2177544,7149578,5
12780415,23677117,0
2659798,8661929,5
3883870,22022715,4
1139230,6302320,5
2279291,14849002,3
850681,23677119,0
3768628,5751313,3
3260787,21234511,5
14297380,20389366,4
3011295,15804547,5
13940142,21337941,5
6146146,9792904,4
643933,861011,1
689689,792644,1
4407823,4684601,5
7713594,20019830,4
3633154,10277959,4
8778961,20822727,4
7034031,16540473,3
21025818,23677115,0
2796047,13227684,5
184741,708766,1
4240389,18845281,5
13307307,13396233,4
16098010,20544327,4
17951722,23677114,5
33845,777609,1
14175531,22899270,4
19862362,23677112,0
1880717,23677115,0
668660,14134127,5
10601019,16902397,5
21751493,23677119,0
9563,482330,1
333433,482330,1
5751313,19912847,3
7215887,14733078,3
14843540,16307790,5
10131427,21247844,2
20870396,21457925,3
3229363,15637504,5
19290859,19685311,2
302513,638963,1
14974844,19718986,4
8625347,11572565,4
19318227,23677114,0
10047344,23677112,0
15052748,23677115,3
2532322,11319479,2
10851,161844,1
932225,7350139,4
5086587,10009723,5
9857695,11481709,5
6096495,20394349,0
254725,447509,3
13852909,23677114,4
442381,447509,1
9996334,17068090,3
7435662,23677142,0
6597127,16851955,5
12798072,23243320,5
15030486,23677117,0
12788286,23677114,0
6061402,9693857,2
9738153,23677116,4
6273110,7286004,4
18805630,23677114,0
8612647,13902981,2
2668853,2711644,3
11213172,23058336,3
5410594,17116111,4
21489105,21978987,4
12070490,23677113,0
7286006,7286007,3
10479536,10606028,4
11319480,13028547,1
320979,604392,1
10744224,23677118,0
3959503,17267601,5
1914865,7553634,4
7169017,17374912,5
6310265,23677114,0
14598566,19800554,4
20234956,23677138,5
2747367,19038915,4
6814854,12678589,2
2970674,14129929,5
2883824,23677118,0
9219798,12838273,5
280040,320979,1
1321179,6096495,0
3932179,13617295,4
62362,653371,1
4361391,4531653,3
13335071,23390255,4
7149578,10713685,5
184741,536222,1
1087776,23677116,0
2688428,10391639,4
196392,471804,1
11277510,19290859,3
18471152,19934218,2
78966,621362,1
5305335,17439818,5
16103505,23677116,0
21153823,23677116,0
4579115,9481276,4
78966,137780,1
145197,480017,1
13352120,23066956,4
14457972,23677112,0
300397,689689,1
3660402,9696025,4
1015744,22427840,5
1421557,3768629,2
14878300,20267318,4
6660590,23677118,0
4487026,6326517,4
13199957,21247844,4
14736188,16324741,3
1613935,5258165,3
6382620,8514403,3
9884060,23677119,0
81287,413237,1
10539421,17787591,4
9730236,17477951,4
810884,896701,1
2890392,12606395,3
11070888,19565152,4
13884047,19800554,4
5623479,20869815,4
11939185,18395048,4
16981231,21489105,5
22169673,23677114,0
2883828,3008655,4
8352956,20492176,5
18457132,20019847,3
7922492,15460365,4
9667523,23677118,5
7386971,9725104,4
698010,726934,1
23585913,23677146,0
4441118,11562173,5
2614788,10634089,4
557734,23641084,5
1421558,8612647,2
4518933,16224017,1
1624010,6778337,3
15609433,18378776,4
15858892,19693366,3
1421558,6244937,1
1111286,9604062,4
17557289,21247844,3
615902,756962,1
257201,709767,1
6483359,19731419,4
4665729,23677114,3
330216,9325670,5
181591,643933,1
1137776,23677115,0
10685269,23058336,3
6399107,14702119,3
13848422,21032350,3
5335270,15958994,4
7976872,13325917,3
11233225,23677114,0
268806,21491791,5
17771374,23677115,0
288695,8754809,5
1741432,20292404,5
18845280,21161120,5
4623013,19912847,2
8393907,23677117,3
10432997,15588201,4
146579,280040,1
6188784,20886787,3
18613870,18991846,4
4798332,9191794,4
223631,567476,1
3185243,23677119,0
1404982,23677115,5
4960420,11203339,5
12172484,16388707,1
3026763,16511009,3
1158843,4518933,4
9796161,22654851,4
20345270,23677117,0
15328073,18773058,3
5586418,23677118,0
5506807,20663364,1
10821222,23677115,0
3402498,7600378,4
17156131,17241450,4
350482,386013,1
14647876,22728534,5
569812,952021,1
12194196,20825513,5
16499420,22821011,5
2107034,6146145,5
11997195,22312282,1
8988243,16930288,5
7505934,15982225,4
14288875,23677119,0
6096495,19918946,0
6925921,23677138,3
90593,293167,3
1966263,14406880,5
1800281,23677135,0
5036265,20164979,5
15743338,23677118,0
189777,860848,1
116038,946865,1
5498222,10601019,3
13848422,16250771,3
10453631,12493156,4
13284020,14691829,1
213301,801395,1
7460370,21870537,3
3965427,23677114,0
438652,22363264,5
946865,7911395,5
10851,9413061,5
5881034,23677114,0
3021780,12021779,4
6680024,21889400,5
12236729,14134127,5
19290859,23677118,4
8195346,23677114,0
2721037,4525216,5
9638532,23677116,5
7132185,7460370,3
482330,608747,1
10174077,14373268,5
411631,21870536,2
1699618,3746824,4
793635,820905,1
6032985,17161805,4
7574033,9983984,3
1048665,16529002,5
12614764,23677115,0
7005222,17901734,5
1352517,23677114,0
20347756,23677118,0
19785381,23677115,0
4518934,21488868,2
978930,9737790,4
14241038,23677114,0
10114478,23677119,0
7352539,23677115,4
2498760,10385493,5
5883596,6865572,4
4471000,9088423,2
11319480,19584877,2
11048327,23677117,0
4681908,23677111,4
8778961,11572565,4
12747342,23677139,3
777610,23677119,5
4716110,11825739,4
2110372,23677119,0
8625346,16466519,1
438652,11893997,3
447509,9511759,4
817948,10715600,4
2431931,6015368,3
16706229,19582152,2
14280657,23677115,0
2897046,4784230,5
5272426,8854731,4
11457386,14432775,3
18288467,23494305,4
1316868,23677116,0
23640550,23677114,0
11145818,15924093,3
12493156,20869815,4
189777,604392,1
13233448,16209101,3
7309170,13351384,3
13727457,23677116,4
8787101,23677113,0
6693083,23677119,0
614099,848240,3
17477957,23036596,5
340064,709767,1
19657659,23677113,0
13294989,23677111,0
282431,536114,1
6322468,17557889,3
169612,15774654,4
3253027,6697724,5
6258282,20110295,4
13783549,23596949,3
9347450,23677114,4
5674869,12935678,4
949327,17511631,5
4588203,23531658,3
7333455,13569337,3
20535520,20929406,4
14549071,23677116,0
16617945,23677115,0
854262,908793,1
567476,586503,1
556271,698010,1
8793825,12172484,1
2190569,21930706,3
14175532,21618559,4
20178196,23677114,0
7460370,22993368,3
13908,471804,3
3838437,10671994,3
333433,19267604,5
6166363,11418746,3
12048549,23147990,5
6368468,23531657,5
12052619,23677117,0
18269745,18731109,2
3927229,23677129,4
14815217,23677119,0
1639107,1863214,4
13266451,15958994,1
657801,16540473,3
7574033,17420328,3
1235581,14652853,5
169612,13792092,4
2807585,22899270,4
19963744,23400221,4
783717,18809148,4
18310878,18600879,3
9131626,23677115,0
567476,708766,1
10466758,15416859,5
472008,636711,3
78966,530882,1
145197,235245,1
47756,608747,1
300397,305886,1
9392510,23677111,5
8694461,23677111,0
258490,397240,1
12705418,23677119,4
6109982,16338011,4
5086587,11651293,5
15288517,23677119,5
7460370,14317425,3
18797768,20267318,5
7460369,22246374,3
20242015,23677118,0
601526,859157,1
17927694,19452177,5
3731076,23677114,0
91017,120730,1
12072576,23677117,4
2549775,23677118,5
800221,888827,1
13866759,23677117,0
9777163,23677111,0
5981201,7006052,4
13783780,23677114,0
4364579,22854233,3
100791,7187035,5
8007985,23677114,0
1607805,10880872,4
4228617,8385785,5
12345227,12577673,5
11346792,23672408,5
14856221,21565624,3
288978,601908,1
20082006,21247844,2
22490768,23677119,0
18464490,19944975,5
47337,413562,1
23535208,23677114,0
6244937,8625347,1
3484607,23677119,0
7325848,23677112,0
12693284,22921765,3
16351776,18731109,2
17470307,21925739,5
3622546,23677119,0
737699,820872,1
6969465,12962189,4
3868925,23677116,0
3822426,9307757,4
10708559,23677129,0
76427,338138,1
291167,19194277,5
798195,23677117,0
11200292,23677116,0
364438,823074,1
7893892,21163359,4
15912858,19178250,4
8708611,17402775,3
481939,849586,1
22532291,23677113,0
10287987,16466519,2
649595,814473,1
8000624,20681844,5
804637,7343430,5
189777,838844,1
4223265,21827619,2
5498222,16464790,4
20091126,20654105,3
10453631,21354223,3
5021676,16076390,3
10614653,23677118,0
7793684,14879478,4
17617645,23677117,0
1344753,23677112,5
9218164,15743707,4
6037296,11818436,5
303331,854262,1
18731109,22246375,2
12072571,23677114,0
18137818,23677119,0
3803023,3803024,3
23638825,23677111,0
3062606,23677114,0
2711645,16351776,1
6814855,16388707,2
11103539,20954717,3
13653638,21807525,4
10118785,14164924,4
6856298,20019847,3
6244936,9088423,2
6641464,22739188,5
13026685,14843540,5
5751313,16351776,3
6214331,7805762,4
15436853,23677117,0
20761702,21931071,5
3564155,9186576,5
18098898,21436838,4
5463475,5883596,5
5366098,23677118,0
90593,7468819,4
20325581,21405565,4
18243233,23677138,0
2721038,18991846,4
20691789,22137915,4
5463475,20071852,5
7911686,16324741,3
44823,569269,1
17984312,19868933,3
11773934,23677118,0
20085210,21177597,2
7350139,21807526,4
1037968,5545050,4
210006,253661,1
3239919,13826406,4
975289,10337387,5
17467385,17728719,4
20171562,23677118,0
4511510,8009241,4
9978669,23677115,0
810724,840277,1
6368468,15102903,5
10056705,18374479,5
750821,1632942,5
5976298,19471650,3
3365958,23677135,3
17165000,23677114,0
3850809,18935086,5
12243391,14820646,4
17891160,18492103,3
23677133,23677137,3
18751021,23677114,0
5933082,19050843,4
16190706,23677113,3
4798331,6150596,4
1037968,12727792,5
7356710,14020152,3
8969949,15741989,5
19947818,23402248,3
17022099,23677114,0
745854,6778220,3
10337386,18748516,4
6096495,11033368,0
14763206,22410173,3
709767,860848,1
21877772,23677114,5
6902534,18568751,5
10249398,13994043,3
1115284,22961265,3
9845518,11021107,4
13064742,20273405,5
3169056,17245830,3
13844107,23677118,0
2511579,10912333,5
23012597,23677114,0
23677135,23677141,3
16142024,20822727,4
19014667,22608103,4
6226270,18731843,4
16458721,23677117,4
20802736,23677113,0
15162454,23677119,0
1188100,18516388,3
10252056,20559735,3
330896,1577152,5
2107034,2538511,3
18139543,23677112,5
10178931,12555621,4
13498121,19130322,5
19875657,23677116,0
386013,437883,1
14230405,21308543,3
13206754,17543732,4
2914262,23677117,0
196392,843888,1
14166352,23677113,0
13821141,19166563,4
11562165,23299439,5
2711644,7760800,1
2807585,5132884,4
12903179,18613870,5
4450107,23677118,0
79355,92552,1
6096495,7549867,0
13753266,14711051,5
12242903,22899270,4
3076854,20485072,5
1022820,11986407,3
13771944,16556716,3
11957386,15858892,3
9221515,23677118,4
14370985,16466743,4
308643,523070,1
2532321,23294396,5
8307796,23677137,0
716792,768490,1
303331,370982,1
1725724,10671994,4
5036269,16869671,5
18679276,23677117,0
19582152,21247844,3
6238646,23677115,5
21163359,21946945,4
8273324,19141604,1
8859873,13665830,5
16636324,23677148,0
11163372,23677116,0
15340278,21807526,4
264493,447509,1
40044,801395,1
6625074,18820147,3
1172494,16820041,3
16224017,17456565,1
18269745,18568751,4
20982873,23677114,0
8749029,23677115,0
1632942,3078462,5
16687411,17447923,4
17755953,23677116,5
18026943,23677112,0
411630,15571542,2
16802755,23677116,0
6944102,23677116,0
3024993,8071138,4
1458629,18731110,1
11794829,23677142,0
11604443,12973065,3
1285452,23677114,0
621362,746544,1
16179220,23677116,0
10601019,16924659,1
624490,665978,1
1008326,5656506,5
3139557,23677116,0
6146145,23537684,5
808361,4497273,4
10350952,16556717,4
7082101,8143636,5
4961126,4961139,3
1048665,22712288,3
2058483,23677118,0
1655162,1655163,3
4336715,12328424,3
19963730,23677111,0
12553787,16556717,3
5976298,23191460,3
18991846,21561833,3
10851,653541,1
5090669,18536907,3
7872663,19436818,5
2646424,17916170,4
949327,5545050,5
10662293,23677117,0
63863,489386,1
604392,628819,1
12971450,20822727,4
5300560,23677116,0
11158190,19488257,5
44949,801395,1
323161,437883,1
810342,859719,3
11519993,23677111,5
1158843,11825739,5
16891145,17334846,5
14373268,22022715,4
10249398,18471152,3
14294427,23677116,0
8700758,23677115,0
844317,23677115,0
14533184,22331867,4
210006,849586,1
8921716,22262998,2
9528049,16825994,5
1455792,3229363,5
17727663,22556550,4
14838075,23677119,3
884867,9693857,4
23271599,23677119,0
18485416,23677114,0
12614305,16351775,1
7990229,8085496,4
7051649,12473411,4
3386551,12568442,4
8544629,20692111,4
8029507,23677117,0
6085964,18490448,5
90593,471804,3
5433646,23677115,5
10318446,18613870,3
17791385,22966596,4
367770,2532322,2
11178258,23677118,0
20039036,23677147,0
3928959,14924022,5
6096495,12730213,5
120707,7507773,5
411630,19142737,2
14758567,23677111,5
441377,555513,1
189963,397240,1
23206,17804386,5
8612647,11319480,2
3257108,20418573,3
6778337,19240485,4
9837638,23677117,0
7460369,9693857,3
15072228,23611770,5
7716304,23677111,0
6814854,17456566,2
325062,16719805,5
4591683,13891080,3
12678588,18269744,1
20661433,20898459,3
601526,13753266,5
8561735,16470512,4
15225386,23677112,0
1477955,19950034,5
4959517,5551393,4
2373293,10131427,3
13783899,19643373,3
2461168,9088422,1
6914567,23677118,0
11088622,23597499,4
4471001,21488868,2
16583451,16735381,5
47756,473797,1
3236017,20544327,3
5467907,7872667,5
2668853,19912848,3
27715,7911686,5
20275821,23677112,0
323161,854475,1
23010783,23677116,0
10977091,16167361,3
3239010,20870396,3
11907560,12876684,4
332635,2711644,5
47756,441377,1
1180878,10118207,5
10909692,22264586,5
801395,896372,1
2310752,8132219,4
14058408,20372195,5
266990,12524506,3
257201,413237,1
235245,569269,1
264493,726934,3
4134841,23677118,0
738946,768490,3
4629672,7553634,4
1255035,23677111,0
2279291,18144642,4
473797,860578,1
15429907,23677122,3
1966263,2668863,3
14311145,15768167,3
5976298,12242903,3
19584878,22246374,2
14338365,15351863,3
13122191,14132965,4
13020691,19474501,3
161844,916271,1
579112,23677117,4
7842021,14257554,4
556271,8831513,5
447509,843888,3
5751314,16388707,3
172460,834053,3
7467069,23677118,0
9563,282431,1
8708601,14132965,5
6883227,23677111,0
9217,386013,1
15583958,23677114,0
6382620,12174402,3
18272548,23677118,0
21090886,21807526,1
20574710,23677119,5
7460370,14183083,3
3631989,23582992,4
6096495,11783928,0
33845,832329,1
8317691,10368839,4
19014028,23677113,0
5836380,23677116,5
7006052,7458833,3
1966263,13028547,1
6061403,17456566,1
5257755,23677113,0
3176072,23677111,0
92552,19351243,5
23059383,23677114,0
44823,800221,1
3362080,16589432,3
15299682,19926790,5
10094853,23677118,0
1037968,20806023,3
2190569,19117993,5
21425787,23677118,5
8135072,20091126,5
3259164,20103172,4
5822585,20128728,3
6096495,13725475,4
7458833,8403573,4
20310134,21374275,3
883584,23677119,0
620855,834053,1
10841547,23677112,0
11454820,23677117,0
6865572,14876163,3
14974844,19687455,5
7990222,23677118,4
3081996,23677115,0
14849002,23227325,4
16871733,23677115,0
9983757,14783950,4
13284020,16030263,4
7996909,12835734,4
3609806,5435234,4
189777,10536444,5
854262,950938,1
74,4886971,4
8258927,23677115,0
10851,934048,1
62362,682785,1
16280720,23677115,0
288695,17212288,3
437883,952021,1
